Restaurant name,Order ID,Store ID,Delivery Type,Payment type,Payment method,Is Pro Order,Restaurant Address,Order status,Order received at,Has Complaint?,Complaint Reason,Cancelled at,Cancellation reason,Cancellation owner,Subtotal,Service fee,Packaging charges,Minimum order value fee,Vendor Refunds,Customer Fee Total,Tax Charge,Online Payment Fee,Discount Funded by you,Voucher Funded by you,Commission,Operational Charges,Ads Fee,Wait time fee,Marketing Fees,Avoidable cancellation fee,Is Payable,Is Paid,Estimated earnings,Cash amount already collected by you,Amount owed back to platform,Payout Amount,Platform-Funded Discount,Platform-Funded Voucher,Total Discount,Total Voucher,Tax Amount,Order Items
GULA - CAA - Calle Jimenez de la Espada,101648774567,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-10 20:21,Y,Wrong item,,,,39.40,0.00,0.00,0.00,0.00,0.00,1.46,0.00,12.51,0.00,6.97,0.72,0.00,0.00,,0.00,,,17.74,0.00,0.00,17.74,0.00,0.00,12.51,0.00,0.00,"1 Fritas Trufadas, 1 Pleasure For 2 Combo  [1 Gula Cheeseburger, 1 Burger The Trufa Corp Chicken, 1 Fritas trufadas, 1 Agua Cabreiroa (330 ml.), 1 Coca-Cola Sabor Original lata 330ml.]"
GULA - CAA - Calle Jimenez de la Espada,101648780006,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-10 20:24,N,,,,,34.30,0.00,0.00,0.00,0.00,0.00,1.60,0.00,8.36,0.00,7.61,0.00,0.00,0.00,,0.00,,,16.73,0.00,0.00,16.73,0.00,0.00,8.36,0.00,0.00,"1 The Pope'S Burger, 1 Spicy V, 1 Fritas Buffalo Ranch"
GULA - CAA - Calle Jimenez de la Espada,101648791476,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-10 21:55,N,,,,,20.70,0.00,0.00,0.00,0.00,0.00,0.69,0.00,7.76,0.00,3.28,0.00,0.00,0.00,,0.00,,,8.97,0.00,0.00,8.97,0.00,0.00,7.76,0.00,0.00,"1 The Sinner, 2 Nuestras Fritas"
GULA - CAA - Calle Jimenez de la Espada,101648827845,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-10 20:44,N,,,,,20.70,0.00,0.00,0.00,0.00,0.00,0.69,0.00,8.06,0.00,3.28,0.00,0.00,0.00,,0.00,,,8.67,0.00,0.00,8.67,0.00,0.00,8.06,0.00,0.00,"1 Cheese Bacon, 2 Nuestras Fritas"
GULA - CAA - Calle Jimenez de la Espada,101648831527,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-10 20:54,Y,Bad Rating,,,,32.30,0.00,0.00,0.00,0.00,0.00,1.59,0.00,2.44,0.00,7.59,0.00,0.00,0.00,,0.00,,,20.68,0.00,0.00,20.68,0.00,0.00,2.44,0.00,0.00,"1 GULA Cheeseburger, 1 Buffalo Ranch, 1 Fritas Trufadas"
GULA - CAA - Calle Jimenez de la Espada,101648836655,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-10 21:01,N,,,,,20.70,0.00,0.00,0.00,0.00,0.00,0.69,0.00,9.56,0.00,3.28,0.00,0.00,0.00,,0.00,,,7.17,0.00,0.00,7.17,0.00,0.00,9.56,0.00,0.00,"1 Cheese Bacon, 2 Nuestras Fritas"
GULA - CAA - Calle Jimenez de la Espada,101648837738,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-10 20:54,N,,,,,21.40,0.00,0.00,0.00,0.00,0.00,0.79,0.00,6.91,0.00,3.75,0.00,0.00,0.00,,0.00,,,9.95,0.00,0.00,9.95,0.00,0.00,6.91,0.00,0.00,"1 The Trufa Corp, 1 Fritas Trufadas"
GULA - CAA - Calle Jimenez de la Espada,101648851918,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-10 21:07,N,,,,,33.90,0.00,0.00,0.00,0.00,0.00,1.28,0.00,9.76,0.00,6.08,0.00,0.00,0.00,,0.00,,,16.78,0.00,0.00,16.78,0.00,0.00,9.76,0.00,0.00,"1 Pleasure For 2 Combo [1 The Pope's Burger, 1 Burger Buffalo Ranch, 1 Fritas trufadas, 1 Coca-Cola Zero Azúcar lata 330ml., 1 Aquarius Limón lata 330ml.]"
GULA - CAA - Calle Jimenez de la Espada,101648885635,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-10 21:32,N,,,,,31.90,0.00,0.00,0.00,0.00,0.00,1.17,0.00,9.76,0.00,5.58,0.00,0.00,0.00,,0.00,,,15.39,0.00,0.00,15.39,0.00,0.00,9.76,0.00,0.00,"1 Pleasure For 2 Combo [2 Gula Cheeseburger, 1 Fritas trufadas, 2 Coca-Cola Zero Azúcar lata 330ml.]"
GULA - CAA - Calle Jimenez de la Espada,101648923035,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-10 21:38,N,,,,,18.09,0.00,0.00,0.00,0.00,0.00,0.59,0.00,7.28,0.00,2.83,0.00,0.00,0.00,,0.00,,,7.39,0.00,0.00,7.39,0.00,0.00,7.28,0.00,0.00,"1 Golden Slider, 2 Nuestras Fritas"
GULA - CAA - Calle Jimenez de la Espada,101648942419,925154,Platform delivery,,,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Cancelled,2026-05-10 21:56,N,,,,,36.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2 The Trufa Corp, 1 Fritas Trufadas"
GULA - CAA - Calle Jimenez de la Espada,101648998891,925154,Pickup,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-10 22:11,N,,,,,1.50,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.23,0.00,0.00,0.00,,0.00,,,1.22,0.00,0.00,1.22,0.00,0.00,0.00,0.00,0.00,1 Salsa Queen
GULA - CAA - Calle Jimenez de la Espada,101648999676,925154,Pickup,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-10 22:11,N,,,,,1.50,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.23,0.00,0.00,0.00,,0.00,,,1.22,0.00,0.00,1.22,0.00,0.00,0.00,0.00,0.00,1 Salsa Queen
GULA - CAA - Calle Jimenez de la Espada,101649000431,925154,Pickup,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-10 22:12,N,,,,,1.50,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.23,0.00,0.00,0.00,,0.00,,,1.22,0.00,0.00,1.22,0.00,0.00,0.00,0.00,0.00,1 Salsa Queen
GULA - CAA - Calle Jimenez de la Espada,101649001155,925154,Pickup,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-10 22:12,N,,,,,1.50,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.23,0.00,0.00,0.00,,0.00,,,1.22,0.00,0.00,1.22,0.00,0.00,0.00,0.00,0.00,1 Salsa Queen
GULA - CAA - Calle Jimenez de la Espada,101649037023,925154,Platform delivery,,,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Cancelled,2026-05-10 22:48,N,,,,,35.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1 Pleasure For 2 Combo [2 Burger The Trufa Corp, 1 Fritas trufadas, 2 Coca-Cola Zero Azúcar Zero Cafeína lata 330ml.]"
GULA - SEV - Calle Chucena,101639895476,925205,Platform delivery,Online,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-01 21:03,N,,,,,21.40,0.00,0.00,0.00,0.00,0.00,1.02,0.00,1.95,0.00,4.86,0.00,0.00,0.00,,0.00,,,13.57,0.00,0.00,13.57,0.00,0.00,1.95,0.00,0.00,"1 Fritas Trufadas, 1 The Sinner Combo [1 Gula Cheeseburger, 1 Agua Cabreiroa (330 ml.)]"
GULA - SEV - Calle Chucena,101639916346,925205,Platform delivery,Online,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-01 21:18,Y,Missing item,,,,43.80,0.00,0.00,0.00,0.00,0.00,1.80,0.00,9.57,0.00,8.56,9.90,0.00,0.00,,0.00,,,13.97,0.00,0.00,13.97,0.00,0.00,9.57,0.00,0.00,"1 Pleasure For 2 Combo [1 Gula Cheeseburger, 1 Burger The Trufa Corp, 1 Fritas bacon queso, 2 Coca-Cola Zero Azúcar Zero Cafeína lata 330ml., 1 Extra: Pollo frito al estilo GULA]"
GULA - SEV - Calle Chucena,101640055712,925205,Platform delivery,Online,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-01 22:45,N,,,,,41.80,0.00,0.00,0.00,0.00,0.00,1.70,0.00,9.57,0.00,8.06,0.00,0.00,0.00,,0.00,,,22.47,0.00,0.00,22.47,0.00,0.00,9.57,0.00,0.00,"1 Pleasure For 2 Combo [2 Gula Cheeseburger, 1 Fritas bacon queso, 2 Fuze Tea Maracuyá (330 ml.), 1 Extra: Pollo frito al estilo GULA]"
GULA - SEV - Calle Chucena,101640064675,925205,Platform delivery,Online,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-01 22:45,N,,,,,20.40,0.00,0.00,0.00,0.00,0.00,0.85,0.00,4.17,0.00,4.06,0.00,0.00,0.00,,0.00,,,11.32,0.00,0.00,11.32,0.00,0.00,4.17,0.00,0.00,"1 Cheese Bacon [1 Sin Extra], 1 Fritas Bacon Queso [1 Sin Extra]"
GULA - SEV - Calle Chucena,101640415618,925205,Platform delivery,Online,SINGLE-1,Y,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-02 14:03,N,,,,,32.90,0.00,0.00,0.00,0.00,0.00,1.34,0.00,9.57,0.00,5.83,0.00,0.00,0.00,Prime Order Fee: 0.55,0.00,,,15.61,0.00,0.00,15.61,0.00,0.00,9.57,0.00,0.00,"1 Pleasure For 2 Combo [1 Gula Cheeseburger, 1 Burger Cheese Bacon, 1 Fritas trufadas, 2 Coca-Cola Zero Azúcar lata 330ml.]"
GULA - SEV - Calle Chucena,101640480666,925205,Platform delivery,Online,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-02 14:54,N,,,,,20.40,0.00,0.00,0.00,0.00,0.00,0.97,0.00,1.95,0.00,4.61,0.00,0.00,0.00,,0.00,,,12.87,0.00,0.00,12.87,0.00,0.00,1.95,0.00,0.00,"1 BBK, 1 Fritas Trufadas"
GULA - SEV - Calle Chucena,101640577529,925205,Platform delivery,Online,SINGLE-1,Y,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-02 16:26,N,,,,,21.40,0.00,0.00,0.00,0.00,0.00,1.25,0.00,0.00,0.00,5.35,0.00,0.00,0.00,Prime Order Fee: 0.55,0.00,,,14.25,0.00,0.00,14.25,0.00,0.00,0.00,0.00,0.00,"1 The Sinner Combo [1 Gula Cheeseburger, 1 Fuze Tea Maracuyá (330 ml.), 1 Extra: Fritas bacon queso]"
GULA - SEV - Calle Chucena,101640943233,925205,Platform delivery,Online,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-02 21:01,N,,,,,15.90,0.00,0.00,0.00,0.00,0.00,0.84,0.00,0.00,0.00,3.98,0.00,0.00,0.00,,0.00,,,11.08,0.00,0.00,11.08,0.00,0.00,0.00,0.00,0.00,"1 The Sinner Combo [1 Burger Cheese Bacon, 1 Fuze Tea Maracuyá (330 ml.), 1 Sin Extra]"
GULA - SEV - Calle Chucena,101640955939,925205,Platform delivery,Cash,SINGLE-1,Y,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-02 21:08,N,,,,,23.20,0.00,0.00,0.00,0.00,0.00,1.02,0.00,6.12,0.00,4.27,0.00,0.00,0.00,Prime Order Fee: 0.55,0.00,,,11.24,0.00,0.00,11.24,0.00,0.00,6.12,0.00,0.00,"1 Cheese Bacon [1 Extra: Coca-Cola Sabor Original lata 330ml.], 1 Fritas Trufadas"
GULA - SEV - Calle Chucena,101640977906,925205,Platform delivery,Cash,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-02 21:22,N,,,,,21.85,0.00,0.00,0.00,0.00,0.00,1.15,0.00,0.00,0.00,5.46,0.00,0.00,0.00,,0.00,,,15.24,0.00,0.00,15.24,0.00,0.00,0.00,0.00,0.00,"1 Cheese Jr., 1 The Sinner Combo [1 Gula Cheeseburger, 1 Coca-Cola Zero Azúcar lata 330ml.]"
GULA - SEV - Calle Chucena,101640983080,925205,Platform delivery,Cash,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-02 21:23,N,,,,,25.20,0.00,0.00,0.00,0.00,0.00,1.32,0.00,0.00,0.00,6.30,0.00,0.00,0.00,,0.00,,,17.58,0.00,0.00,17.58,0.00,0.00,0.00,0.00,0.00,"1 Alitas BBK [1 Sin Extra], 1 The Sinner Combo [1 Gula Cheeseburger, 1 Coca-Cola Sabor Original lata 330ml., 1 Sin Extra], 1 Salsa GULA"
GULA - SEV - Calle Chucena,101641004343,925205,Platform delivery,Online,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-02 21:35,N,,,,,33.90,0.00,0.00,0.00,0.00,0.00,1.28,0.00,9.57,0.00,6.08,0.00,0.00,0.00,,0.00,,,16.97,0.00,0.00,16.97,0.00,0.00,9.57,0.00,0.00,"1 Pleasure For 2 Combo [1 Gula Cheeseburger, 1 Burger The Trufa Corp, 1 Fritas trufadas, 1 Coca-Cola Sabor Original lata 330ml., 1 Fuze Tea Maracuyá (330 ml.)]"
GULA - SEV - Calle Chucena,101641005308,925205,Platform delivery,Online,SINGLE-1,Y,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-02 21:35,N,,,,,34.40,0.00,0.00,0.00,0.00,0.00,1.42,0.00,9.57,0.00,6.21,0.00,0.00,0.50,Prime Order Fee: 0.55,0.00,,,16.15,0.00,0.00,16.15,0.00,0.00,9.57,0.00,0.00,"1 Pleasure For 2 Combo [1 Gula Cheeseburger, 1 Burger Cheese Bacon, 1 Pollo frito al estilo GULA, 2 Coca-Cola Zero Azúcar lata 330ml.]"
GULA - SEV - Calle Chucena,101641022534,925205,Platform delivery,Online,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-02 21:45,Y,Missing item,,,,52.70,0.00,0.00,0.00,0.00,0.00,1.75,0.00,19.47,0.00,8.31,5.66,0.00,2.50,,0.00,,,15.01,0.00,0.00,15.01,0.00,0.00,19.47,0.00,0.00,"2 Pollo Frito Al Estilo GULA [1 Salsa GULA], 1 Pleasure For 2 Combo  [1 Gula Cheeseburger, 1 Burger Cheese Bacon, 1 Fritas bacon queso, 1 Coca-Cola Zero Azúcar lata 330ml., 1 Aquarius Naranja lata 330ml., 1 Sin Extra]"
GULA - SEV - Calle Chucena,101641028490,925205,Platform delivery,Online,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-02 21:49,N,,,,,32.90,0.00,0.00,0.00,0.00,0.00,1.22,0.00,9.57,0.00,5.83,0.00,0.00,1.00,,0.00,,,15.28,0.00,0.00,15.28,0.00,0.00,9.57,0.00,0.00,"1 Pleasure For 2 Combo [1 Gula Cheeseburger, 1 Burger Spicy V, 1 Fritas bacon queso, 1 Agua Cabreiroa (330 ml.), 1 Cerveza Estrella Galicia 0.0 (330 ml.)]"
GULA - SEV - Calle Chucena,101641123861,925205,Platform delivery,Online,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-02 23:12,N,,,,,15.90,0.00,0.00,0.00,0.00,0.00,0.84,0.00,0.00,0.00,3.98,0.00,0.00,0.00,,0.00,,,11.08,0.00,0.00,11.08,0.00,0.00,0.00,0.00,0.00,"1 The Sinner Combo [1 Burger Cheese Bacon, 1 Coca-Cola Zero Azúcar lata 330ml.]"
GULA - SEV - Calle Chucena,101641132510,925205,Platform delivery,Online,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-02 23:24,N,,,,,13.90,0.00,0.00,0.00,0.00,0.00,0.51,0.00,4.17,0.00,2.43,0.00,0.00,0.00,,0.00,,,6.79,0.00,0.00,6.79,0.00,0.00,4.17,0.00,0.00,1 Cheese Bacon
GULA - SEV - Calle Chucena,101641492047,925205,Platform delivery,Online,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-03 14:22,N,,,,,29.00,0.00,0.00,0.00,0.00,0.00,1.20,0.00,6.12,0.00,5.72,0.00,0.00,0.00,,0.00,,,15.96,0.00,0.00,15.96,0.00,0.00,6.12,0.00,0.00,"1 Cheese Bacon, 1 Fritas Trufadas, 1 Coca-Cola Sabor Original lata 330ml., 1 Brownie"
GULA - SEV - Calle Chucena,101642028767,925205,Platform delivery,Online,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-03 20:48,N,,,,,11.30,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.00,0.00,2.83,0.00,0.00,0.00,,0.00,,,7.88,0.00,0.00,7.88,0.00,0.00,0.00,0.00,0.00,"1 Golden Slider, 1 Nuestras Fritas"
GULA - SEV - Calle Chucena,101642031187,925205,Platform delivery,Online,SINGLE-1,Y,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-03 20:47,N,,,,,20.90,0.00,0.00,0.00,0.00,0.00,1.22,0.00,0.00,0.00,5.23,0.00,0.00,0.00,Prime Order Fee: 0.55,0.00,,,13.90,0.00,0.00,13.90,0.00,0.00,0.00,0.00,0.00,"1 The Golden Bite Combo [1 Gula Cheeseburger, 1 Fritas trufadas, 1 Cerveza Estrella Galicia (330 ml.)]"
GULA - SEV - Calle Chucena,101642034937,925205,Platform delivery,Online,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-03 20:48,N,,,,,40.20,0.00,0.00,0.00,0.00,0.00,1.27,0.00,16.02,0.00,6.05,0.00,0.00,0.00,,0.00,,,16.86,0.00,0.00,16.86,0.00,0.00,16.02,0.00,0.00,"1 Cheese Bacon, 1 Fritas Trufadas, 2 Pollo Frito Al Estilo GULA [1 Salsa trufada]"
GULA - SEV - Calle Chucena,101642067693,925205,Platform delivery,Cash,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-03 21:03,N,,,,,13.90,0.00,0.00,0.00,0.00,0.00,0.51,0.00,4.17,0.00,2.43,0.00,0.00,0.00,,0.00,,,6.79,0.00,0.00,6.79,0.00,0.00,4.17,0.00,0.00,1 Cheese Bacon
GULA - SEV - Calle Chucena,101642136887,925205,Platform delivery,Online,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-03 22:00,N,,,,,34.90,0.00,0.00,0.00,0.00,0.00,1.33,0.00,9.57,0.00,6.33,0.00,0.00,0.00,,0.00,,,17.67,0.00,0.00,17.67,0.00,0.00,9.57,0.00,0.00,"1 Pleasure For 2 Combo [1 Burger The Trufa Corp, 1 Burger Cheese Bacon, 1 Fritas bacon queso, 1 Aquarius Naranja lata 330ml., 1 Fuze Tea Maracuyá (330 ml.)]"
GULA - SEV - Calle Chucena,101644249847,925205,Platform delivery,Online,SINGLE-1,Y,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-06 14:20,N,,,,,20.40,0.00,0.00,0.00,0.00,0.00,0.87,0.00,6.12,0.00,3.57,0.00,0.00,0.00,Prime Order Fee: 0.55,0.00,,,9.29,0.00,0.00,9.29,0.00,0.00,6.12,0.00,0.00,"1 Cheese Bacon, 1 Fritas Trufadas"
GULA - SEV - Calle Chucena,101644805566,925205,Platform delivery,Online,SINGLE-1,Y,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-06 22:41,N,,,,,35.40,0.00,0.00,0.00,0.00,0.00,1.48,0.00,9.57,0.00,6.46,0.00,0.00,0.00,Prime Order Fee: 0.55,0.00,,,17.34,0.00,0.00,17.34,0.00,0.00,9.57,0.00,0.00,"1 Pleasure For 2 Combo [1 Burger Buffalo Ranch, 1 Burger BBK, 1 Pollo frito al estilo GULA, 2 Coca-Cola Zero Azúcar Zero Cafeína lata 330ml.]"
GULA - SEV - Calle Chucena,101644811005,925205,Platform delivery,Online,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-06 22:46,N,,,,,76.10,0.00,0.00,0.00,0.00,0.00,2.99,0.00,19.14,0.00,14.24,0.00,0.00,0.00,,0.00,,,39.73,0.00,0.00,39.73,0.00,0.00,19.14,0.00,0.00,"1 Pleasure For 2 Combo [1 Gula Cheeseburger, 1 Burger Cheese Bacon, 1 Fritas bacon queso, 1 Coca-Cola Sabor Original lata 330ml., 1 Fanta Naranja lata 330ml., 1 Extra: Tarta de Oreo], 1 Pleasure For 2 Combo [1 Burger The Trufa Corp, 1 Burger The Sinner, 1 Pollo frito al estilo GULA, 1 Coca-Cola Sabor Original lata 330ml., 1 Fanta Naranja lata 330ml.]"
GULA - SEV - Calle Chucena,101644824475,925205,Platform delivery,Cash,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-06 23:04,N,,,,,55.70,0.00,0.00,0.00,0.00,0.00,1.82,0.00,20.97,0.00,8.68,0.00,0.00,0.00,,0.00,,,24.23,0.00,0.00,24.23,0.00,0.00,20.97,0.00,0.00,"2 Pollo Frito Al Estilo GULA [1 Extra: Salsa Queen, 1 Salsa GULA], 1 Pleasure For 2 Combo [1 Gula Cheeseburger, 1 Burger Cheese Bacon, 1 Fritas bacon queso, 2 Coca-Cola Sabor Original lata 330ml.]"
GULA - SEV - Calle Chucena,101645696925,925205,Platform delivery,Cash,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-07 22:21,N,,,,,31.90,0.00,0.00,0.00,0.00,0.00,1.17,0.00,9.57,0.00,5.58,0.00,0.00,0.00,,0.00,,,15.58,0.00,0.00,15.58,0.00,0.00,9.57,0.00,0.00,"1 Pleasure For 2 Combo [2 Gula Cheeseburger, 1 Fritas bacon queso, 2 Agua Cabreiroa (330 ml.), 1 Sin Extra]"
GULA - SEV - Calle Chucena,101646169667,925205,Platform delivery,Cash,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-08 15:49,N,,,,,33.70,0.00,0.00,0.00,0.00,0.00,1.03,0.00,14.56,0.00,4.91,0.00,0.00,0.00,,0.00,,,13.20,0.00,0.00,13.20,0.00,0.00,14.56,0.00,0.00,"1 Cheese Bacon [1 Sin Extra], 2 Pollo Frito Al Estilo GULA [1 Salsa bacon]"
GULA - SEV - Calle Chucena,101646647401,925205,Platform delivery,Online,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-08 21:30,N,,,,,33.90,0.00,0.00,0.00,0.00,0.00,1.28,0.00,10.56,0.00,6.08,0.00,0.00,0.00,,0.00,,,15.98,0.00,0.00,15.98,0.00,0.00,10.56,0.00,0.00,"1 Pleasure For 2 Combo [2 Burger Cheese Bacon, 1 Fritas bacon queso, 1 Coca-Cola Sabor Original lata 330ml., 1 Fanta Naranja lata 330ml., 1 Sin Extra]"
GULA - SEV - Calle Chucena,101646676076,925205,Platform delivery,Online,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-08 21:50,N,,,,,38.40,0.00,0.00,0.00,0.00,0.00,1.41,0.00,12.51,0.00,6.72,0.00,0.00,0.00,,0.00,,,17.76,0.00,0.00,17.76,0.00,0.00,12.51,0.00,0.00,"1 Fritas Trufadas, 1 Pleasure For 2 Combo [2 Gula Cheeseburger, 1 Fritas bacon queso, 1 Coca-Cola Sabor Original lata 330ml., 1 Fuze Tea Limón Sabor Original Lata 330ml]"
GULA - SEV - Calle Chucena,101646692761,925205,Platform delivery,Online,SINGLE-1,Y,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-08 21:56,N,,,,,34.30,0.00,0.00,0.00,0.00,0.00,1.60,0.00,6.12,0.00,7.05,0.00,0.00,0.00,Prime Order Fee: 0.55,0.00,,,18.98,0.00,0.00,18.98,0.00,0.00,6.12,0.00,0.00,"1 Cheese Bacon, 1 Buffalo Ranch, 1 Fritas Trufadas"
GULA - SEV - Calle Chucena,101646769366,925205,Platform delivery,Online,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-08 22:58,N,,,,,34.90,0.00,0.00,0.00,0.00,0.00,1.33,0.00,9.57,0.00,6.33,0.00,0.00,0.00,,0.00,,,17.67,0.00,0.00,17.67,0.00,0.00,9.57,0.00,0.00,"1 Pleasure For 2 Combo [1 Burger Cheese Bacon, 1 Burger The Sinner, 1 Fritas bacon queso, 2 Fanta Naranja lata 330ml., 1 Sin Extra]"
GULA - SEV - Calle Chucena,101647082837,925205,Platform delivery,Online,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-09 13:36,N,,,,,53.70,0.00,0.00,0.00,0.00,0.00,1.80,0.00,19.47,0.00,8.56,0.00,0.00,0.00,,0.00,,,23.87,0.00,0.00,23.87,0.00,0.00,19.47,0.00,0.00,"2 Pollo Frito Al Estilo GULA [1 Salsa chile chipotle], 1 Pleasure For 2 Combo [1 Burger Cheese Bacon, 1 Burger Buffalo Ranch, 1 Fritas trufadas, 1 Coca-Cola Zero Azúcar lata 330ml., 1 Fuze Tea Maracuyá (330 ml.)]"
GULA - SEV - Calle Chucena,101647106350,925205,Platform delivery,Cash,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-09 13:54,N,,,,,13.90,0.00,0.00,0.00,0.00,0.00,0.51,0.00,4.17,0.00,2.43,0.00,0.00,0.00,,0.00,,,6.79,0.00,0.00,6.79,0.00,0.00,4.17,0.00,0.00,1 Cheese Bacon
GULA - SEV - Calle Chucena,101647280923,925205,Platform delivery,Online,SINGLE-1,N,"Calle Chucena S/N
41006 Sevilla Sevilla
España",Delivered,2026-05-09 16:11,N,,,,,15.90,0.00,0.00,0.00,0.00,0.00,0.84,0.00,0.00,0.00,3.98,0.00,0.00,0.00,,0.00,,,11.08,0.00,0.00,11.08,0.00,0.00,0.00,0.00,0.00,"1 The Sinner Combo [1 Burger The Trufa Corp Chicken, 1 Coca-Cola Zero Azúcar lata 330ml.]"
